,id,rank,name,valid_url,urls.website,web_score
800,4307,2546,UNICORN Token,1,['https://unicorn.cm/'],100
801,3265,2553,Havy,1,['https://havy.io'],80
802,6179,2556,SeChain,1,['https://sechain.finance/'],30
803,2990,2566,EXMR FDN,1,"['https://exmr.foundation', 'http://www.exmrcoin.com/']",60
804,4881,2569,Guider,1,['https://bit.ly/2Na3S1d'],100
805,2256,2570,Bonpay,1,['https://bonpay.com/'],100
806,3162,2575,YoloCash,1,['https://www.yolocash.co/'],90
807,3121,2579,IGToken,1,['http://igtoken.net/'],45
808,4682,2583,Hyper Speed Network,1,['https://www.hsn.link/'],45
809,3223,2592,DOWCOIN,1,['https://www.dowcoin.io/'],45
810,3932,2593,Connect Coin,0,['https://connectingcoin.io/'],100
811,2923,2594,XMCT,0,['http://xmedchain.com/'],-1
812,3585,2598,WeShow Token,0,['https://www.we.show/'],-1
813,3746,2599,Electrum Dark,0,"['https://electrumdark.com', 'https://electrumdark.co']",54
814,3222,2602,Bionic,1,['https://bionic-coin.io/'],65
815,2100,2605,JavaScript Token,1,['http://jschain.io/'],90
816,3512,2609,Alpha Coin,1,['https://alpha-coin.io'],85
817,3807,2611,LitecoinToken,0,"['https://ltk.community', 'https://t.me/LTK_communityChannel']",85
818,5778,2618,ETHPlus,0,"['https://ethplus.net', 'https://dapp5.ethplus.net']",91
819,3730,2624,The Currency Analytics,1,['https://thecurrencyanalytics.com/tcat-token/'],100
820,3287,2631,Abulaba,1,['https://abulaba.co/'],80
821,3232,2632,Staker,0,['https://staker.network/'],-1
822,3460,2634,Bitcoinus,1,"['https://www.bitcoinus.com/', 'https://www.bitcoinus.com/our-token/']",100
823,3580,2638,Crystal Token,1,['https://www.crystaltoken.co'],65
824,8698,2642,Ruler Protocol,1,['https://rulerprotocol.com/'],20
825,3690,2649,Bulleon,1,['https://bulleon.io/'],100
826,3727,2652,Flowchain,1,['https://flowchain.co/'],100
827,5797,2653,HEIDI,1,"['https://www.heidicoin.ch', 'https://www.winston-graf.ch']",95
828,2367,2654,Aigang,0,['https://aigang.network/'],-1
829,6769,2658,Money Plant Token,1,['https://moneyplanttoken.io/'],20
830,3427,2662,Agrolot,1,['https://agrolot.io/'],65
831,5265,2666,Compound USD Coin,1,['https://compound.finance/'],100
832,5263,2668,Compound Dai,1,['https://compound.finance/'],100
833,9160,2669,Linkflow Finance,1,['https://www.linkflow.finance/'],95
834,5739,2676,Amun Ether 3x Daily Long,1,"['https://amun.com/', 'https://tokens.amun.com']",95
835,11178,2679,Wrapped LUNA Token,1,['https://terra.money/'],95
836,7855,2682,Gold Coin Reserve,1,['https://www.goldcoinreserve.io/'],55
837,11423,2686,vEmpire DDAO,1,['https://v-empire.digital'],80
838,8368,2693,Xeno Token,1,['https://xno.live/'],85
839,10293,2695,Swarm,1,['https://www.ethswarm.org/'],90
840,5738,2708,Amun Ether 3x Daily Short,1,"['https://amun.com/', 'https://tokens.amun.com']",100
841,8136,2709,WAXE,1,['https://wax.io/'],100
842,7055,2711,DeFi Pulse Index,1,['https://www.tokensets.com/portfolio/dpi'],100
843,9588,2713,O3Swap,0,['https://o3swap.com/swap'],80
844,6944,2717,MilliMeter,1,['http://idnd.io'],70
845,10368,2721,Cryptex Finance,1,['https://cryptex.finance/'],75
846,9263,2724,Unizen,1,['https://unizen.io'],55
847,11222,2734,Wrapped NCG,1,['https://nine-chronicles.com/'],100
848,9131,2737,Alchemist,1,['https://alchemist.farm/'],70
849,7296,2738,Truebit,1,['http://www.truebit.io/'],85
