,id,rank,name,valid_url,urls.website,web_score
900,8623,3153,BSB Token,0,"['http://bsbt2021.com/', 'https://bitstoragebox.com/']",95
901,9920,3160,RUSH COIN,1,"['http://rushcoin.io/', 'https://www.nftmania.io/']",65
902,7276,3166,Kirobo,1,['https://kirobo.io'],65
903,7249,3170,Yearn Finance Passive Income,1,['https://yfpi.finance/'],95
904,8675,3173,Minds,1,"['https://minds.com', 'https://minds.com/token']",100
905,8997,3178,Cook Protocol,1,['https://www.cook.finance/'],100
906,10998,3180,Wild Credit,1,['https://wild.credit/'],75
907,7381,3186,CoFiX,1,"['https://cofix.tech/', 'https://docs.cofix.io/']",35
908,8558,3192,BT.Finance,1,['https://bt.finance/'],85
909,9070,3198,CFX Quantum,1,"['https://token.cfxquantum.com/', 'https://wallet.cfxquantum.com/']",85
910,11498,3203,Chainbing,1,['https://www.chainbing.io/#/'],75
911,8411,3209,Marginswap,1,['https://marginswap.finance/'],60
912,8377,3210,SportX,1,['http://sportx.bet/'],60
913,10260,3211,Thorstarter,1,['https://thorstarter.org'],45
914,11668,3215,Zcon Protocol,1,['http://zcon-creative.io/'],40
915,9719,3220,Woofy,1,['https://woofy.finance/'],100
916,9998,3225,Unicly,1,['https://unic.ly/'],69
917,8430,3226,DEFI Top 5 Tokens Index,1,['http://www.indexed.finance/'],80
918,10501,3235,BaconDAO,1,"['https://bacondao.com', 'https://discord.gg/bacon']",50
919,8545,3241,Launchpool,1,['https://launchpool.xyz/'],70
920,6607,3242,MixTrust,1,['https://www.mixtrust.exchange/'],100
921,5334,3249,RAKUN,1,['https://rakunworld.com/'],85
922,2091,3250,Exchange Union,1,['https://www.exchangeunion.com/'],90
923,11675,3257,Dope Wars Paper,1,['http://wiki.dopedao.org/'],-1
924,10692,3259,Aidi Finance,1,['https://www.aidiinu.finance'],85
925,9364,3267,Unlock Protocol,1,"['https://unlock-protocol.com/', 'https://docs.unlock-protocol.com/']",95
926,9861,3271,Float Protocol: Float,1,['https://floatprotocol.com'],70
927,8769,3282,MeetPle,1,['https://meetple.io/'],55
928,10394,3284,Kuma Inu,1,['https://kumatoken.com'],30
929,5490,3297,Lux Bio Cell,1,['http://www.lbxc.io'],75
930,4190,3298,Multicoin,1,['https://www.mom.market/'],65
931,7593,3299,DefiDollar DAO,1,['https://app.dusd.finance/'],60
932,7593,3299,DefiDollar DAO,1,['https://app.dusd.finance/'],60
933,4105,3306,CoinMetro Token,1,"['https://coinmetro.com/', 'https://t.me/coinmetroupdates']",100
934,6705,3311,Lien,1,['https://lien.finance'],70
935,7593,3313,DefiDollar DAO,1,['https://app.dusd.finance/'],60
936,7593,3313,DefiDollar DAO,1,['https://app.dusd.finance/'],60
937,7816,3319,Basis Share,1,['https://basis.cash/'],75
938,8113,3321,CryptoBank,1,['http://www.cryptobank.ventures/eng/index.html'],95
939,10033,3322,NFTMart Token,1,['https://www.nftmart.io/'],50
940,5881,3326,Balloon-X,1,['http://www.balloon-x.com/'],70
941,5800,3328,Treecle,1,['https://www.treecle.io/'],100
942,10526,3336,TribeOne,1,['https://www.tribeone.io/'],70
943,11643,3337,EcoFi,1,"['https://ecofi.io/', 'https://hyp.eco/']",55
944,7510,3346,QuiverX,0,,-2
945,11277,3348,MaidCoin,1,['https://maidcoin.org'],30
946,9126,3349,Wrapped ECOMI,1,['https://www.ecomi.com/'],100
947,9056,3362,Rebasing Liquidity,1,['https://delta.financial/'],75
948,6914,3366,junca Cash,0,['https://junca-cash.world/'],80
949,8282,3374,Koinos,1,['https://koinos.io'],55
